customer_id,split,suspicious_activity_confirmed,total_transactions,cash_transaction_count,cash_volume,total_volume,cash_transaction_ratio,cash_volume_ratio,structuring_count,avg_transaction_amount,std_transaction_amount,max_transaction_amount,monthly_transaction_count,avg_monthly_count,volume_change_ratio,count_change_ratio,num_unique_counterparties,total_counterparty_transactions,top_counterparty_share,one_time_counterparty_count,num_international_transactions,num_high_risk_country_transactions,num_unique_countries,avg_corruption_index,high_risk_country_ratio,total_annual_inflow,income_to_inflow_ratio,declined_count,declined_volume,avg_declined_amount,decline_rate,pep_status,sanctions_screening_flag,age,kyc_risk_score,is_SME,is_corporate,is_personal,is_sole_trader,high_risk_nationality,high_risk_residency,avg_balance,avg_inflow,avg_outflow,has_business_account,num_accounts,avg_monthly_transaction_count,avg_monthly_volume,max_single_transaction_6m,pct_international_transactions,pct_cash_transactions,num_unique_counterparties_6m,transaction_time_entropy,geographic_spread_score,dormancy_periods_count,volume_deviation_ratio,count_deviation_ratio
CUST_0024,train,0.0,156,104,645300.0,663762.72,0.6666666666666666,0.9721847590355783,8,4254.88923076923,3887.1079327824236,14900.0,156,13.0,-0.07944245959289474,-0.12048192771084337,13,47,0.2553191489361702,4,1.0,0.0,1.0,39.0,0.0,645300.0,0.01998389644173299,2.0,587.0,293.5,0.012658227848101266,False,False,-1.0,0,False,False,False,True,False,False,39039.63,17300.0,375.18666666666667,True,3,12.2,48752.6009,18026.0279,0.014,0.6104,9.7216,2.868,0.9809,0,-0.15362367498174742,-0.1180722891566266
CUST_0025,train,0.0,45,0,0.0,557116.48,0.0,0.0,0,12380.366222222221,13158.829114463808,32259.23,45,3.75,0.004707450731300864,0.25,5,29,0.41379310344827586,1,0.0,0.0,0.0,0.0,0.0,383535.35,1.006654461942257,1.0,136.28,136.28,0.021739130434782608,False,False,53.0,0,False,False,True,False,False,False,43699.12,31806.95,14728.44,False,1,4.2,44671.5932,37308.8722,0.0,0.0,4.8698,3.1347,0.0,0,-0.035532292377230955,0.26
CUST_0026,test,,47,0,0.0,252884.45,0.0,0.0,0,5380.520212765958,6206.202351255763,15914.52,47,3.9166666666666665,-0.006372196539798563,-0.041666666666666664,8,35,0.34285714285714286,3,0.0,0.0,0.0,0.0,0.0,186733.77,1.0039449999999999,0.0,0.0,0.0,0.0,False,False,22.0,0,False,False,True,False,False,False,12499.865,7792.145,2711.03,False,2,3.8,17924.289,16952.0647,0.0,0.0,8.191,1.8884,0.0,0,-0.1521575745525866,-0.050000000000000044
CUST_0027,train,0.0,50,3,6000.0,431629.42,0.06,0.0139008133412222,0,8632.5884,14668.163141324256,35722.98,50,4.166666666666667,-0.0031282500157295812,0.0,7,32,0.375,4,0.0,0.0,0.0,0.0,0.0,413394.4,0.9985371980676329,1.0,35722.98,35722.98,0.0196078431372549,False,False,52.0,0,False,False,True,False,False,False,38495.105,17304.16,652.23,False,2,4.2,31901.6535,43307.6019,0.0,0.0,6.1767,3.2091,0.0,0,-0.1144693892468661,0.00799999999999997
CUST_0028,test,,69,4,3400.0,716636.5199999999,0.057971014492753624,0.004744385619644392,0,10386.036521739128,10169.77937479368,27783.62,69,5.75,-0.02548101787961744,-0.02857142857142857,8,48,0.375,4,19.0,0.0,2.0,41.05263157894737,0.0,593754.12,1.8157618348623854,2.0,27445.55,13722.775,0.028169014084507043,False,False,40.0,0,False,False,True,False,False,False,92262.24,48874.49,10074.54,False,1,5.7,65350.0358,28228.1116,0.2974,0.031,6.0584,3.3159,1.0609,0,0.08033751477817418,-0.022857142857142777
CUST_0029,test,,50,9,25700.0,5330161.77,0.18,0.004821617262096719,0,106603.23539999999,210922.52509471693,709703.36,50,4.166666666666667,0.04178232073963439,-0.21428571428571427,14,37,0.2702702702702703,8,3.0,1.0,3.0,63.0,0.3333333333333333,5189665.04,1.03897197997998,3.0,12987.83,4329.276666666667,0.05660377358490566,False,False,56.0,0,True,False,False,False,False,False,397575.23,176788.6,4519.276666666667,True,3,4.4,562315.5787,740888.128,0.0489,0.1534,8.6389,2.4387,1.1197,1,0.29241031339219903,-0.05714285714285713
CUST_0030,train,0.0,56,9,14700.0,288362.04000000004,0.16071428571428573,0.05097758359595458,0,5149.322142857143,8714.336892946998,38069.79,56,4.666666666666667,-0.24460273643045072,0.0,11,39,0.3076923076923077,5,1.0,0.0,1.0,33.0,0.0,264317.41000000003,0.06125548319814601,0.0,0.0,0.0,0.0,False,False,48.0,0,False,False,False,True,False,False,20250.76,9519.185,821.68,True,2,4.7,21107.4778,18948.1096,0.0,0.2307,7.6918,3.8758,0.0,0,-0.2290522961141138,0.007142857142857117
CUST_0031,val,0.0,56,0,0.0,350731.20999999996,0.0,0.0,0,6263.0573214285705,7468.281330009296,19089.46,56,4.666666666666667,0.0024442261572907302,0.0,6,40,0.3,2,0.0,0.0,0.0,0.0,0.0,225653.54,0.9897085087719298,0.0,0.0,0.0,0.0,False,False,27.0,0,False,False,True,False,False,False,21475.16,18605.05,10658.23,False,1,4.7,28411.6061,21567.8897,0.0,0.0,4.3623,2.8144,0.0,0,-0.026730642121065958,0.007142857142857117
CUST_0032,val,0.0,43,1,1000.0,285946.25,0.023255813953488372,0.0034971607426220836,0,6649.912790697675,10904.923830961763,25455.67,43,3.5833333333333335,-0.16205323874312763,0.2631578947368421,7,29,0.3793103448275862,4,0.0,0.0,0.0,0.0,0.0,275288.86,0.914580930232558,3.0,883.53,294.51,0.06521739130434782,False,False,32.0,0,False,False,True,False,False,False,54904.34,24895.62,1177.79,False,1,4.8,28152.298,20231.2002,0.0,0.0354,4.4005,2.0389,0.0,1,0.08570946318138431,0.5157894736842106
CUST_0033,train,0.0,60,5,6200.0,733123.97,0.08333333333333333,0.00845695987814994,0,12218.732833333333,18335.757836015586,47406.23,60,5.0,-0.14548764415573254,-0.23529411764705882,8,43,0.27906976744186046,4,0.0,0.0,0.0,0.0,0.0,557599.46,1.0010762298025133,0.0,0.0,0.0,0.0,False,False,51.0,0,False,False,True,False,False,False,86812.42,46375.37,9925.46,False,1,4.3,56769.4472,56988.3292,0.0,0.0421,5.0416,2.0265,0.0,0,-0.1383751269228142,-0.24117647058823535
CUST_0034,train,0.0,64,0,0.0,217153.54,0.0,0.0,0,3393.0240625,4321.709687436035,11683.68,64,5.333333333333333,-0.031480389639962886,-0.11764705882352941,10,52,0.23076923076923078,2,1.0,1.0,1.0,36.0,1.0,137174.06,0.9940149275362319,0.0,0.0,0.0,0.0,False,False,24.0,0,False,False,True,False,False,False,13337.69,11383.99,6422.74,False,1,5.0,18436.6231,9546.3659,0.0277,0.0,6.1455,1.5602,1.1199,0,0.0027795297603766585,-0.11764705882352945
CUST_0035,train,0.0,50,0,0.0,290122.77,0.0,0.0,0,5802.455400000001,9886.51946316806,23797.45,50,4.166666666666667,-0.0009054822225129201,0.08333333333333333,8,32,0.375,4,0.0,0.0,0.0,0.0,0.0,278559.66,0.9984217204301075,0.0,0.0,0.0,0.0,False,False,53.0,0,False,False,True,False,False,False,51428.4,23200.07,965.88,False,1,4.3,24846.0932,27739.4408,0.0,0.0,5.1018,3.3108,0.0,0,0.027213866136225583,0.07499999999999996
CUST_0036,train,0.0,45,5,9500.0,334158.00999999995,0.1111111111111111,0.028429664157983228,0,7425.733555555555,12181.597951557758,29307.54,45,3.75,0.20314007349470098,0.045454545454545456,4,26,0.4230769230769231,1,0.0,0.0,0.0,0.0,0.0,314247.05,0.9188510233918128,1.0,28854.88,28854.88,0.021739130434782608,False,False,28.0,0,False,False,True,False,False,False,20656.283333333333,9519.15,618.88,False,3,3.8,27485.7739,33492.8387,0.0,0.1661,2.9835,3.7573,0.0,0,0.08730016551340002,0.036363636363636355
CUST_0037,test,,40,0,0.0,96942.85,0.0,0.0,0,2423.57125,2947.0458678394675,7078.5,40,3.3333333333333335,-0.019469873394033107,-0.18181818181818182,9,35,0.34285714285714286,5,0.0,0.0,0.0,0.0,0.0,82230.44,1.0028102439024391,0.0,0.0,0.0,0.0,False,False,28.0,0,False,False,True,False,False,False,13415.74,6840.48,1158.68,False,1,3.0,8082.6788,6797.9109,0.0,0.0,5.8023,1.983,0.0,0,-0.009231385270020473,-0.1818181818181818
CUST_0038,test,,63,7,13500.0,920009.19,0.1111111111111111,0.01467376646531107,0,14603.320476190474,22023.869110415504,67696.24,63,5.25,0.03143133862679302,0.25,10,47,0.2553191489361702,4,0.0,0.0,0.0,0.0,0.0,634506.9299999999,0.9992235118110235,4.0,63962.18,15990.545,0.05970149253731343,False,False,43.0,0,False,False,True,False,False,False,36230.03,26531.09,12395.745,False,2,5.8,73890.0599,65090.5776,0.0,0.1481,8.1747,3.239,0.0,0,-0.021079887513704567,0.24285714285714274
CUST_0039,train,0.0,45,3,1700.0,5458225.890000001,0.06666666666666667,0.00031145651247497196,0,121293.90866666668,220194.03701434148,713701.76,45,3.75,-0.27846261795283794,0.045454545454545456,19,37,0.2972972972972973,12,2.0,0.0,2.0,52.0,0.0,5442696.21,1.1284877068214805,2.0,97338.03,48669.015,0.0425531914893617,False,False,36.0,0,True,False,False,False,False,False,261580.4475,114034.3525,349.2825,True,4,4.6,452730.5952,642974.4581,0.0,0.0897,10.1394,2.3506,0.0,1,-0.14324618364236147,0.2545454545454545
CUST_0040,test,,47,0,0.0,208197.01999999996,0.0,0.0,0,4429.723829787234,4027.3109383754972,9758.95,47,3.9166666666666665,0.005211312520123448,-0.041666666666666664,7,34,0.35294117647058826,2,0.0,0.0,0.0,0.0,0.0,114145.85,1.0012793859649123,3.0,7960.08,2653.36,0.06,False,False,25.0,0,False,False,True,False,False,False,3048.245,4754.205,3943.215,False,2,3.8,20430.5393,10371.4065,0.0,0.0,3.9448,2.8983,0.0,0,0.18063789362346197,-0.050000000000000044
CUST_0041,train,0.0,68,1,500.0,279731.72,0.014705882352941176,0.0017874268960273796,0,4113.701764705882,6472.011727695853,25529.7,68,5.666666666666667,0.2910279693212328,0.1935483870967742,13,55,0.21818181818181817,4,0.0,0.0,0.0,0.0,0.0,208070.34,1.4652840845070423,3.0,12471.1,4157.033333333334,0.04225352112676056,False,False,43.0,0,False,False,True,False,False,False,7462.275,7845.215,5290.86,False,2,6.2,24513.9967,23598.2559,0.0,0.0,10.4978,2.6871,0.0,0,0.20463103890145326,0.19999999999999996
CUST_0042,test,,56,3,3000.0,832288.37,0.05357142857142857,0.0036045199093674707,0,14862.292321428571,23036.311253665906,62317.11,56,4.666666666666667,0.37653548595690056,0.5454545454545454,10,46,0.21739130434782608,6,0.0,0.0,0.0,0.0,0.0,641292.23,0.43566048233695653,3.0,1153.58,384.52666666666664,0.05084745762711865,False,False,46.0,0,False,False,False,True,False,False,25728.535,15325.97,4760.5975,True,4,5.7,85041.0457,57144.9203,0.0,0.0594,5.2118,2.6071,0.0,2,0.45696902771042563,0.5545454545454547
CUST_0043,train,0.0,190,123,740900.0,1152300.4,0.6473684210526316,0.6429746965287871,12,6064.738947368421,7892.124534285349,33319.32,190,15.833333333333334,0.36085375965574606,0.3170731707317073,11,54,0.2222222222222222,3,0.0,0.0,0.0,0.0,0.0,1129058.87,1.0,2.0,1107.28,553.64,0.010416666666666666,False,False,30.0,0,False,False,False,True,False,False,122435.755,54218.165,1133.01,False,2,18.0,100824.0949,36711.028,0.0,0.6481,7.0838,2.9136,0.0,0,0.23942130112192647,0.3170731707317074
CUST_0044,test,,40,4,5700.0,363913.05,0.1,0.015663082156575588,0,9097.82625,10896.301093326776,38493.91,40,3.3333333333333335,0.3961742785215998,0.5,8,24,0.5,5,0.0,0.0,0.0,0.0,0.0,299389.7,1.3073786026200873,2.0,20331.690000000002,10165.845000000001,0.047619047619047616,False,False,30.0,0,False,False,True,False,False,False,61717.8,30790.23,4549.86,False,1,4.0,35478.4079,39591.4799,0.0,0.0436,7.0369,3.3768,0.0,0,0.40163890994638723,0.5000000000000001
CUST_0045,test,,68,0,0.0,29738559.270000003,0.0,0.0,0,437331.75397058827,895970.3519930711,4036840.26,68,5.666666666666667,-0.1699047127465613,-0.1111111111111111,24,62,0.1935483870967742,12,10.0,1.0,7.0,62.3,0.1,29718941.24,1.0981797812430714,1.0,140.0,140.0,0.014492753623188406,False,False,-1.0,0,False,True,False,False,False,False,1291054.5,561656.6,377.84,True,4,5.3,2345023.5646,2696234.0223,0.2095,0.0,18.1088,2.5356,3.5613,0,-0.13413090356356328,-0.1166666666666667
CUST_0046,test,,48,3,4500.0,647313.31,0.0625,0.0069518113261103805,0,13485.693958333335,17323.611116831238,43172.35,48,4.0,-0.01775067313328674,-0.2222222222222222,5,30,0.4,1,0.0,0.0,0.0,0.0,0.0,507400.33,0.9988195472440945,2.0,1417.0700000000002,708.5350000000001,0.04,False,False,61.0,0,False,False,True,False,False,False,24983.45,14098.433333333334,3721.4733333333334,False,3,3.5,41867.0379,35746.0272,0.0,0.0518,3.6451,3.499,0.0,0,-0.23075049056063895,-0.2222222222222222
CUST_0047,train,0.0,56,1,500.0,745142.84,0.017857142857142856,0.0006710122853760495,0,13306.122142857143,19518.257364417896,49614.09,56,4.666666666666667,-0.10273785336990243,0.07407407407407407,8,43,0.27906976744186046,4,0.0,0.0,0.0,0.0,0.0,579172.65,1.0072567826086958,1.0,261.8,261.8,0.017543859649122806,False,False,38.0,0,False,False,True,False,False,False,89562.38,48146.02,10586.73,False,1,4.8,64889.731,45265.278,0.0,0.037,3.9997,2.305,0.0,0,-0.0086773403232896,0.06666666666666662
CUST_0048,train,0.0,85,25,235400.0,1359057.5,0.29411764705882354,0.17320827117322116,7,15988.911764705883,21878.616495879858,67762.77,85,7.083333333333333,0.0018277578602624626,0.125,15,54,0.2222222222222222,7,0.0,0.0,0.0,0.0,0.0,1117231.68,0.28486274349821517,0.0,0.0,0.0,0.0,False,False,56.0,0,False,False,False,True,False,False,88739.485,46999.46,9679.64,False,2,7.5,132149.6454,63143.6107,0.0,0.3503,11.3043,2.5984,0.0,0,0.16790126254309656,0.12499999999999994
