customer_id,customer_type,registration_date,age,nationality,residency_country,occupation_category,declared_annual_income,declared_annual_turnover,num_accounts,kyc_risk_rating,pep_status,sanctions_screening_flag,industry_code,suspicious_activity_confirmed,split
CUST_0038,personal,2014-04-01,43.0,DE,DK,healthcare,635000.0,,2,low,False,False,,,test
CUST_0039,SME,2020-05-06,36.0,DK,DK,trade,442000.0,4823000.0,4,low,False,False,S96,0.0,train
CUST_0040,personal,2019-07-11,25.0,DK,DK,student,114000.0,,2,low,False,False,,,test
CUST_0041,personal,2022-02-05,43.0,SE,DK,IT,142000.0,,2,low,False,False,,0.0,train
CUST_0042,sole_trader,2022-12-08,46.0,DK,DK,retail,735000.0,1472000.0,4,low,False,False,I56,,test
CUST_0043,sole_trader,2009-01-01,30.0,DK,DK,retail,391000.0,,2,low,False,False,,0.0,train
CUST_0044,personal,2023-07-25,30.0,DK,DK,self_employed,229000.0,,1,low,False,False,,,test
CUST_0045,corporate,2005-01-16,,GB,DK,,,27062000.0,4,low,False,False,K64,,test
CUST_0046,personal,2017-12-21,61.0,SE,DK,public_sector,508000.0,,3,low,False,False,,,test
CUST_0047,personal,2022-02-16,38.0,DK,DK,public_sector,575000.0,,1,low,False,False,,0.0,train
CUST_0048,sole_trader,2018-04-22,56.0,DK,DK,hospitality,789000.0,3922000.0,2,low,False,False,H49,0.0,train
CUST_0049,personal,2019-07-28,30.0,DK,DK,management,715000.0,,3,low,False,False,,0.0,val
CUST_0050,personal,2022-12-26,46.0,DK,DK,healthcare,314000.0,,3,low,False,False,,,test
CUST_0051,personal,2020-04-17,42.0,DK,DK,IT,708000.0,,2,low,False,False,,0.0,val
CUST_0052,corporate,2015-02-02,,DK,DK,,,49533000.0,3,low,False,False,C28,0.0,train
CUST_0053,sole_trader,2021-10-03,37.0,DK,DK,trade,890000.0,4093000.0,2,low,False,False,I56,0.0,val
CUST_0054,SME,2022-02-26,46.0,DK,DK,self_employed,373000.0,2508000.0,2,low,False,False,G47,0.0,train
CUST_0055,corporate,2016-04-05,,DK,DK,,,3043000.0,2,medium,False,False,C28,0.0,val
CUST_0056,personal,2013-07-01,27.0,PH,DK,student,101000.0,,2,medium,False,False,,0.0,val
CUST_0057,personal,2021-10-20,82.0,DK,DK,retired,192000.0,,1,low,False,False,,0.0,train
CUST_0058,personal,2011-02-19,49.0,DK,DK,engineering,415000.0,,3,low,False,False,,,test
CUST_0059,personal,2021-01-21,46.0,DK,DK,engineering,305000.0,,3,low,False,False,,,test
CUST_0060,SME,2017-06-11,51.0,DK,DK,hospitality,350000.0,838000.0,3,low,False,False,C10,0.0,val
CUST_0061,personal,2016-03-04,24.0,DK,DK,student,106000.0,,2,low,False,False,,,test
CUST_0062,personal,2020-02-12,78.0,DK,DK,retired,204000.0,,1,low,False,False,,,test
CUST_0063,corporate,2014-03-21,,DK,DK,,,26963000.0,3,low,False,False,K64,0.0,train
CUST_0064,sole_trader,2022-02-02,53.0,DK,DK,trade,341000.0,2365000.0,2,low,False,False,S96,,test
CUST_0065,personal,2023-05-23,65.0,DK,DK,retired,286000.0,,2,low,False,False,,,test
CUST_0066,personal,2017-06-25,75.0,DK,DK,retired,304000.0,,2,low,False,False,,,test
CUST_0067,personal,2015-02-15,40.0,US,DK,finance,346000.0,,2,low,False,False,,0.0,train
CUST_0068,personal,2023-08-14,62.0,DK,DK,education,323000.0,,3,low,False,False,,,test
CUST_0069,personal,2021-10-03,24.0,US,DK,student,114000.0,,1,low,False,False,,,test
CUST_0070,sole_trader,2023-04-02,41.0,DK,DK,retail,382000.0,,2,low,False,False,,,test
CUST_0071,personal,2023-04-27,24.0,DK,DK,student,65000.0,,1,low,False,False,,,test
CUST_0072,personal,2023-09-30,50.0,DK,DK,IT,271000.0,,2,low,False,False,,,test
CUST_0073,personal,2021-08-14,59.0,DK,DK,engineering,473000.0,,2,low,False,False,,0.0,train
CUST_0074,personal,2010-08-21,29.0,PK,DK,engineering,539000.0,,2,medium,False,False,,,test
CUST_0075,sole_trader,2023-04-03,38.0,GB,DK,hospitality,747000.0,,1,low,False,False,,,test
CUST_0076,personal,2021-03-15,37.0,DK,DK,management,300000.0,,1,low,False,False,,,test
CUST_0077,sole_trader,2023-06-01,56.0,DK,DK,trade,1198000.0,4208000.0,3,low,False,False,H49,,test
CUST_0078,personal,2022-03-28,68.0,DK,DK,retired,401000.0,,1,low,False,False,,,test
CUST_0079,corporate,2021-03-04,,SE,DK,,,26588000.0,4,low,False,False,M70,0.0,val
CUST_0080,sole_trader,2019-04-21,54.0,DK,DK,trade,318000.0,2549000.0,2,low,False,False,H49,0.0,train
CUST_0081,personal,2021-07-19,22.0,AE,DK,student,134000.0,,1,medium,False,False,,,test
CUST_0082,corporate,2023-07-30,,DK,DK,,,33462000.0,5,low,False,False,M69,,test
CUST_0083,personal,2023-01-29,38.0,DK,DK,engineering,415000.0,,3,low,False,False,,,test
CUST_0084,personal,2020-03-28,59.0,DK,DK,finance,326000.0,,3,low,False,False,,0.0,train
CUST_0085,personal,2006-07-06,58.0,DK,DK,finance,640000.0,,1,low,False,False,,0.0,train
CUST_0086,SME,2021-08-24,38.0,DK,DK,trade,311000.0,3939000.0,2,low,False,False,G46,,test
CUST_0087,personal,2021-10-09,19.0,HU,DK,student,171000.0,,2,low,False,False,,,test
CUST_0088,personal,2011-01-01,28.0,DK,DK,management,249000.0,,1,low,False,False,,,test
CUST_0089,personal,2017-10-07,71.0,AE,DK,retired,233000.0,,2,medium,False,False,,0.0,train
CUST_0090,personal,2023-10-31,52.0,DE,DK,IT,329000.0,,2,low,False,False,,0.0,val
CUST_0091,SME,2015-04-07,59.0,DK,DK,retail,527000.0,2700000.0,4,low,False,False,H49,,test
CUST_0092,personal,2020-02-26,25.0,FR,DK,student,130000.0,,1,low,False,False,,,test
CUST_0093,personal,2006-12-10,33.0,DE,DK,engineering,360000.0,,1,low,False,False,,0.0,val
CUST_0094,personal,2019-02-09,62.0,DK,DK,healthcare,332000.0,,3,low,False,False,,0.0,train
CUST_0095,SME,2005-01-01,53.0,DK,DK,hospitality,830000.0,1613000.0,4,low,False,False,G46,,test
CUST_0096,personal,2023-07-30,41.0,DK,DK,IT,420000.0,,1,low,False,False,,,test
CUST_0097,personal,2010-01-01,29.0,DK,DK,management,584000.0,,3,low,False,False,,,test
CUST_0098,personal,2014-07-26,45.0,DK,DK,IT,391000.0,,1,low,False,False,,,test
CUST_0099,personal,2021-12-04,30.0,DE,DK,finance,229000.0,,2,low,False,False,,0.0,train
CUST_0100,personal,2014-08-29,47.0,DK,DK,legal,1782000.0,,3,low,False,False,,0.0,train
CUST_0101,sole_trader,2019-04-18,60.0,DK,DK,self_employed,752000.0,999000.0,3,low,False,False,G47,0.0,train
CUST_0102,personal,2010-01-05,35.0,DK,DK,IT,315000.0,,2,low,False,False,,,test
CUST_0103,personal,2023-02-15,26.0,DK,DK,creative,192000.0,,1,low,False,False,,0.0,val
CUST_0104,sole_trader,2022-12-08,,DK,DK,trade,,9248000.0,3,low,False,False,C28,0.0,train
CUST_0105,SME,2017-02-03,49.0,PL,DK,trade,258000.0,2782000.0,3,low,False,False,H49,0.0,train
CUST_0106,personal,2019-07-18,22.0,DK,DK,student,140000.0,,1,low,False,False,,0.0,train
CUST_0107,personal,2023-09-08,36.0,DK,DK,finance,572000.0,,2,low,False,False,,,test
CUST_0108,personal,2023-09-19,37.0,DK,DK,IT,537000.0,,3,low,False,False,,,test
CUST_0109,personal,2005-01-01,51.0,DE,DK,management,1395000.0,,3,low,False,False,,0.0,train
CUST_0110,personal,2020-01-01,19.0,DK,DK,student,108000.0,,1,low,False,False,,0.0,train
CUST_0111,personal,2021-08-29,45.0,DK,DK,management,670000.0,,3,low,False,False,,,test
CUST_0112,personal,2016-04-16,38.0,DK,DK,education,523000.0,,3,low,False,False,,0.0,val
CUST_0113,personal,2012-07-29,88.0,DK,DK,retired,298000.0,,2,low,False,False,,0.0,train
CUST_0114,personal,2023-02-07,42.0,DK,DK,education,504000.0,,2,low,False,False,,0.0,val
CUST_0115,personal,2023-06-03,43.0,IT,DK,IT,430000.0,,1,low,False,False,,1.0,val
CUST_0116,corporate,2017-12-31,,SE,DK,,,18386000.0,3,low,False,False,C28,0.0,train
CUST_0117,sole_trader,2015-01-24,44.0,DK,DK,retail,867000.0,4441000.0,3,low,False,False,F41,1.0,train
CUST_0118,personal,2020-02-15,19.0,LV,DK,student,101000.0,,1,low,False,False,,,test
CUST_0119,SME,2020-09-05,42.0,MX,DK,retail,583000.0,2099000.0,3,low,False,False,F41,,test
CUST_0120,personal,2016-10-04,79.0,DK,DK,retired,229000.0,,1,low,False,False,,,test
CUST_0121,SME,2021-11-14,39.0,PL,DK,hospitality,371000.0,648000.0,2,low,False,False,C10,0.0,train
CUST_0122,personal,2023-08-09,54.0,DK,DK,finance,345000.0,,3,low,False,False,,0.0,train
CUST_0123,personal,2021-07-14,21.0,CN,DK,student,123000.0,,2,low,False,False,,0.0,train
CUST_0124,personal,2022-05-04,35.0,DK,DK,IT,543000.0,,2,low,False,False,,,test
CUST_0125,personal,2023-04-05,22.0,FR,DK,student,200000.0,,1,low,False,False,,0.0,train
CUST_0126,personal,2021-08-23,35.0,DK,DK,finance,219000.0,,3,low,False,False,,,test
CUST_0127,personal,2014-09-17,29.0,US,DK,engineering,399000.0,,2,low,False,False,,0.0,train
CUST_0128,personal,2023-09-11,29.0,DK,DK,engineering,275000.0,,3,low,False,False,,0.0,val
CUST_0129,personal,2013-10-16,72.0,DK,DK,retired,358000.0,,1,low,False,False,,,test
CUST_0130,personal,2023-12-17,35.0,DK,DK,management,580000.0,,1,low,False,False,,0.0,val
CUST_0131,personal,2023-07-22,56.0,DK,DK,self_employed,1006000.0,,3,low,False,False,,0.0,train
CUST_0132,personal,2022-12-28,78.0,DK,DK,retired,345000.0,,2,low,False,False,,0.0,train
CUST_0133,personal,2009-05-18,42.0,GB,DK,public_sector,471000.0,,3,low,False,False,,,test
CUST_0134,personal,2023-07-11,81.0,DK,DK,retired,246000.0,,1,low,False,False,,,test
CUST_0135,personal,2023-11-10,44.0,DK,DK,management,614000.0,,2,low,False,False,,0.0,val
CUST_0136,personal,2022-03-15,30.0,DK,DK,consulting,172000.0,,2,low,False,False,,0.0,train
CUST_0137,personal,2020-10-10,24.0,DK,DK,student,59000.0,,2,low,False,False,,0.0,train
CUST_0138,corporate,2018-12-24,,DK,DK,,,10799000.0,3,low,False,False,M69,,test
CUST_0139,personal,2022-10-26,34.0,DK,DK,management,298000.0,,2,low,False,False,,,test
CUST_0140,personal,2022-07-19,27.0,DK,DK,student,137000.0,,2,low,False,False,,,test
CUST_0141,personal,2021-10-24,22.0,PT,DK,student,86000.0,,2,low,False,False,,0.0,val
CUST_0142,personal,2005-01-01,45.0,SE,DK,finance,908000.0,,2,low,False,False,,,test
CUST_0143,personal,2016-02-28,73.0,DK,DK,retired,242000.0,,1,low,False,False,,,test
CUST_0144,personal,2022-06-02,23.0,TR,DK,student,170000.0,,1,medium,False,False,,0.0,val
CUST_0145,personal,2023-03-27,49.0,DK,DK,engineering,523000.0,,2,low,False,False,,,test
CUST_0146,personal,2023-03-29,58.0,DK,DK,finance,355000.0,,1,low,False,False,,0.0,train
CUST_0147,personal,2019-11-26,70.0,DK,DK,retired,358000.0,,1,low,False,False,,,test
CUST_0148,personal,2023-12-12,20.0,IN,DK,student,196000.0,,2,low,False,False,,,test
CUST_0149,personal,2020-02-07,61.0,DK,DK,engineering,604000.0,,2,low,False,False,,,test
CUST_0150,corporate,2021-11-10,,DK,DK,,,14989000.0,4,medium,False,False,H52,0.0,train
CUST_0151,personal,2020-01-06,43.0,DK,DK,IT,578000.0,,3,low,False,False,,0.0,val
CUST_0152,personal,2020-04-13,48.0,DK,DK,engineering,566000.0,,1,low,False,False,,0.0,train
CUST_0153,personal,2023-06-01,79.0,DK,DK,retired,230000.0,,2,low,False,False,,,test
CUST_0154,personal,2023-02-20,29.0,IE,DK,IT,570000.0,,3,low,False,False,,,test
CUST_0155,SME,2021-07-06,38.0,TZ,DK,retail,814000.0,520000.0,2,medium,False,False,C10,,test
CUST_0156,personal,2021-09-03,33.0,DK,DK,IT,239000.0,,1,low,False,False,,0.0,train
CUST_0157,SME,2023-12-11,56.0,IN,DK,self_employed,672000.0,2375000.0,2,low,False,False,G46,0.0,train
CUST_0158,SME,2011-04-15,35.0,DK,DK,retail,150000.0,1734000.0,3,low,False,False,F41,0.0,train
CUST_0159,corporate,2020-01-21,,DK,DK,,,7382000.0,3,medium,False,False,J62,,test
CUST_0160,personal,2020-07-21,61.0,DK,DK,public_sector,377000.0,,2,low,False,False,,0.0,train
CUST_0161,personal,2019-01-12,46.0,DK,DK,management,1023000.0,,5,low,False,False,,,test
CUST_0162,personal,2016-05-20,54.0,RO,DK,public_sector,732000.0,,3,medium,False,False,,0.0,train
CUST_0163,personal,2015-06-03,44.0,DK,DK,finance,253000.0,,1,low,False,False,,,test
CUST_0164,personal,2020-03-06,65.0,DK,DK,retired,384000.0,,2,low,False,False,,0.0,val
CUST_0165,personal,2020-06-13,36.0,CO,DK,finance,179000.0,,1,low,False,False,,0.0,train
CUST_0166,corporate,2023-05-27,,DK,DK,,,6886000.0,5,medium,False,False,K64,,test
CUST_0167,corporate,2022-05-18,,DE,DK,,,42741000.0,4,low,False,False,M70,0.0,train
CUST_0168,personal,2020-07-26,47.0,DK,DK,engineering,432000.0,,3,low,False,False,,0.0,val
CUST_0169,personal,2020-01-19,25.0,DK,DK,finance,258000.0,,1,low,False,False,,0.0,train
CUST_0170,personal,2010-10-16,48.0,DK,DK,finance,449000.0,,2,low,False,False,,,test
CUST_0171,personal,2021-01-30,68.0,DK,DK,retired,183000.0,,1,low,False,False,,,test
CUST_0172,personal,2020-12-22,35.0,DK,DK,finance,725000.0,,3,low,False,False,,0.0,train
CUST_0173,personal,2018-06-19,56.0,DK,DK,finance,1952000.0,,5,low,False,False,,0.0,train
CUST_0174,personal,2019-05-09,51.0,DK,DK,IT,181000.0,,1,low,False,False,,0.0,train
CUST_0175,personal,2015-11-16,40.0,DK,DK,engineering,339000.0,,2,low,False,False,,0.0,train
CUST_0176,personal,2022-06-09,19.0,SE,DK,student,83000.0,,2,low,False,False,,0.0,val
CUST_0177,personal,2014-11-08,28.0,DK,DK,IT,316000.0,,2,high,True,False,,,test
CUST_0178,personal,2018-03-29,49.0,DK,DK,creative,140000.0,,1,low,False,False,,0.0,train
CUST_0179,sole_trader,2020-11-03,58.0,DK,DK,retail,841000.0,3039000.0,4,low,False,False,C10,,test
CUST_0180,sole_trader,2023-12-25,49.0,SE,DK,IT,399000.0,,1,low,False,False,,,test
CUST_0181,personal,2018-04-13,46.0,GB,DK,self_employed,542000.0,,2,low,False,False,,0.0,train
CUST_0182,personal,2021-09-14,70.0,DK,DK,retired,428000.0,,2,low,False,False,,0.0,train
CUST_0183,personal,2021-06-17,55.0,DK,DK,management,291000.0,,2,low,False,False,,,test
CUST_0184,corporate,2021-07-31,,DK,DK,,,9413000.0,3,low,False,False,M69,0.0,train
CUST_0185,sole_trader,2021-04-19,44.0,CO,DK,hospitality,804000.0,2989000.0,2,low,False,False,H49,,test
CUST_0186,personal,2018-11-17,46.0,DK,DK,management,561000.0,,3,low,False,False,,0.0,train
CUST_0187,personal,2022-04-19,37.0,DK,DK,finance,474000.0,,1,low,False,False,,0.0,train
CUST_0188,SME,2016-11-11,57.0,DK,DK,self_employed,531000.0,1976000.0,3,low,False,False,C10,1.0,train
CUST_0189,personal,2021-01-20,62.0,DK,DK,healthcare,422000.0,,1,low,False,False,,,test
CUST_0190,personal,2019-12-30,71.0,DK,DK,self_employed,1011000.0,,4,low,False,False,,0.0,train
CUST_0191,personal,2012-07-22,60.0,DE,DK,education,305000.0,,2,low,False,False,,0.0,train
CUST_0192,personal,2021-06-02,51.0,DK,DK,education,323000.0,,1,low,False,False,,0.0,train
CUST_0193,personal,2015-08-23,45.0,DK,DK,IT,162000.0,,3,low,False,False,,,test
CUST_0194,personal,2023-02-21,49.0,DK,DK,public_sector,656000.0,,3,low,False,False,,,test
CUST_0195,personal,2023-05-21,34.0,DK,DK,finance,729000.0,,3,low,False,False,,,test
CUST_0196,personal,2019-09-22,66.0,DK,DK,retired,270000.0,,2,low,False,False,,0.0,val
CUST_0197,sole_trader,2017-02-13,38.0,DE,DK,consulting,503000.0,,3,low,False,False,,,test
CUST_0198,personal,2016-07-24,46.0,SE,DK,engineering,669000.0,,2,low,False,False,,0.0,train
CUST_0199,personal,2021-09-10,59.0,DK,DK,IT,375000.0,,2,low,False,False,,,test
CUST_0200,corporate,2021-11-09,,DK,DK,,,16859000.0,5,low,False,False,J62,,test
CUST_0201,personal,2023-06-10,24.0,PH,DK,finance,448000.0,,1,medium,False,False,,0.0,val
CUST_0202,personal,2023-04-23,76.0,DK,DK,retired,313000.0,,2,low,False,False,,0.0,val
CUST_0203,personal,2021-06-26,46.0,GB,GB,engineering,358000.0,,1,low,False,False,,0.0,train
CUST_0204,personal,2023-08-10,55.0,DK,DK,finance,177000.0,,1,low,False,False,,,test
CUST_0205,personal,2005-01-01,38.0,DK,DK,education,331000.0,,2,low,False,False,,,test
CUST_0206,personal,2022-03-25,37.0,DK,DK,healthcare,581000.0,,3,low,False,False,,0.0,train
CUST_0207,SME,2006-09-16,57.0,DK,DK,hospitality,668000.0,3237000.0,4,low,False,False,G47,,test
CUST_0208,personal,2023-11-02,35.0,DK,DK,public_sector,413000.0,,3,low,False,False,,,test
CUST_0209,personal,2023-12-28,68.0,DK,DK,retired,136000.0,,1,low,False,False,,0.0,train
CUST_0210,SME,2014-11-21,61.0,BR,DK,trade,704000.0,4322000.0,3,low,False,False,C10,,test
CUST_0211,personal,2016-05-05,74.0,DK,DK,retired,219000.0,,1,low,False,False,,0.0,train
CUST_0212,personal,2022-10-22,47.0,DK,DK,healthcare,514000.0,,2,low,False,False,,0.0,train
CUST_0213,corporate,2018-02-19,,DK,DK,,,11953000.0,5,low,False,False,J62,0.0,train
CUST_0214,SME,2023-03-04,26.0,DK,DK,self_employed,473000.0,2740000.0,3,low,False,False,S96,,test
CUST_0215,sole_trader,2018-08-23,60.0,DK,DK,self_employed,527000.0,4750000.0,2,low,False,False,H49,0.0,train
CUST_0216,personal,2022-02-20,32.0,DK,DK,education,307000.0,,1,low,False,False,,0.0,train
CUST_0217,personal,2007-07-17,59.0,DK,DK,engineering,363000.0,,1,low,False,False,,0.0,val
CUST_0218,personal,2022-03-21,71.0,MX,MX,legal,1092000.0,,5,low,False,False,,,test
CUST_0219,personal,2017-06-12,36.0,DK,DK,engineering,309000.0,,1,low,False,False,,,test
CUST_0220,personal,2018-03-18,43.0,DK,DK,IT,251000.0,,3,low,False,False,,,test
CUST_0221,personal,2020-01-01,19.0,DK,DK,student,118000.0,,1,low,False,False,,,test
CUST_0222,sole_trader,2019-11-25,38.0,DK,DK,trade,716000.0,3511000.0,3,low,False,False,F41,,test
CUST_0223,personal,2021-07-25,30.0,SE,DK,consulting,274000.0,,2,low,False,False,,0.0,val
CUST_0224,personal,2021-06-04,29.0,DK,DK,engineering,370000.0,,2,low,False,False,,,test
CUST_0225,personal,2022-06-25,38.0,DK,DK,management,2483000.0,,2,low,False,False,,0.0,val
CUST_0226,personal,2023-03-16,43.0,DK,DK,public_sector,438000.0,,2,low,False,False,,0.0,val
CUST_0227,personal,2020-03-13,72.0,DK,DK,retired,339000.0,,1,low,False,False,,0.0,val
CUST_0228,sole_trader,2021-12-16,65.0,DK,DK,hospitality,562000.0,4589000.0,4,low,False,False,I56,0.0,train
CUST_0229,personal,2023-05-21,57.0,DK,DK,healthcare,476000.0,,1,low,False,False,,0.0,train
CUST_0230,personal,2023-12-04,36.0,DK,DK,management,513000.0,,2,low,False,False,,0.0,train
CUST_0231,personal,2019-01-01,20.0,BR,DK,student,72000.0,,2,low,False,False,,,test
CUST_0232,personal,2017-01-18,25.0,DE,DK,creative,447000.0,,2,low,False,False,,0.0,train
CUST_0233,personal,2019-08-20,66.0,DK,DK,retired,375000.0,,2,low,False,False,,0.0,train
CUST_0234,personal,2019-11-11,62.0,DK,DK,self_employed,1811000.0,,2,low,False,False,,,test
CUST_0235,corporate,2019-12-23,,DK,DK,,,7447000.0,4,medium,False,False,M70,,test
CUST_0236,personal,2022-08-25,27.0,DK,DK,student,185000.0,,1,low,False,False,,0.0,train
CUST_0237,corporate,2019-03-11,,SE,DK,,,10250000.0,5,low,False,False,M69,,test
CUST_0238,personal,2021-08-17,53.0,DK,DK,engineering,232000.0,,1,low,False,False,,0.0,train
CUST_0239,personal,2005-03-19,61.0,DK,DK,education,492000.0,,3,low,False,False,,,test
CUST_0240,corporate,2023-08-16,,SE,DK,,,12157000.0,4,low,False,False,K64,0.0,train
CUST_0241,corporate,2019-10-25,,GB,DK,,,45670000.0,2,low,False,False,M70,0.0,train
CUST_0242,personal,2016-04-16,48.0,DK,DK,public_sector,500000.0,,1,low,False,False,,,test
CUST_0243,personal,2017-10-24,73.0,DK,DK,retired,329000.0,,1,low,False,False,,0.0,val
CUST_0244,sole_trader,2021-01-13,58.0,DK,DK,retail,805000.0,4209000.0,4,low,False,False,I56,,test
CUST_0245,personal,2023-03-05,31.0,DE,DK,creative,241000.0,,3,low,False,False,,0.0,train
CUST_0246,sole_trader,2023-02-12,47.0,DK,DK,retail,867000.0,4447000.0,4,low,False,False,G47,0.0,train
CUST_0247,personal,2020-03-26,24.0,NL,NL,student,138000.0,,1,low,False,False,,0.0,train
CUST_0248,personal,2020-01-16,43.0,DK,DK,engineering,262000.0,,1,low,False,False,,,test
CUST_0249,personal,2020-08-19,22.0,DK,DK,student,181000.0,,2,low,False,False,,0.0,train
CUST_0250,SME,2018-07-28,47.0,DK,DK,hospitality,367000.0,1207000.0,3,low,False,False,G47,,test
CUST_0251,personal,2022-07-30,39.0,LT,DK,consulting,221000.0,,2,low,False,False,,0.0,train
CUST_0252,personal,2023-03-15,25.0,DK,DK,student,74000.0,,1,low,False,False,,0.0,train
CUST_0253,personal,2016-02-10,38.0,SE,DK,management,274000.0,,1,low,False,False,,0.0,train
CUST_0254,personal,2020-02-15,47.0,DK,DK,education,738000.0,,1,low,False,False,,0.0,train
CUST_0255,sole_trader,2021-12-01,64.0,DK,DK,retail,358000.0,4964000.0,2,low,False,False,G47,,test
CUST_0256,corporate,2010-01-02,,SE,SE,,,24041000.0,5,medium,False,False,H52,0.0,val
CUST_0257,personal,2023-05-04,58.0,DK,DK,engineering,462000.0,,3,low,False,False,,0.0,val
CUST_0258,personal,2022-01-10,44.0,DK,DK,management,358000.0,,2,low,False,False,,0.0,train
CUST_0259,personal,2021-11-27,72.0,DK,DK,retired,201000.0,,2,low,False,False,,,test
CUST_0260,personal,2021-12-10,51.0,DK,DK,education,647000.0,,3,low,False,False,,0.0,train
CUST_0261,corporate,2019-02-04,,DK,DK,,,3422000.0,2,medium,False,False,K64,,test
CUST_0262,personal,2018-04-27,36.0,DK,DK,healthcare,415000.0,,1,low,False,False,,,test
CUST_0263,personal,2015-01-24,62.0,DK,DK,IT,317000.0,,3,low,False,False,,0.0,train
CUST_0264,personal,2015-07-26,55.0,DK,DK,self_employed,2539000.0,,4,low,False,False,,,test
CUST_0265,personal,2018-08-08,61.0,DK,DK,finance,291000.0,,3,low,False,False,,0.0,val
CUST_0266,personal,2022-02-23,60.0,DK,DK,IT,316000.0,,3,low,False,False,,0.0,train
CUST_0267,personal,2020-08-10,37.0,DK,DK,engineering,722000.0,,1,low,False,False,,0.0,val
CUST_0268,personal,2023-08-09,37.0,DK,DK,healthcare,296000.0,,3,low,False,False,,0.0,train
